     south (in),      east (in),      az  (deg),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     leftmost  ,     rightmost ,     south1    ,     east1     ,     az1       ,     south2    ,          east2,     az2       ,     south     ,     east      ,     az        ,     az-off-rad,     range (in)
            180,            -30,       8.746162,      77.000000,     131.000000,     181.000000,     141.000000,     198.000000,     247.000000,     178.000000,     140.000000,     139.000000,     190.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.204079,      -0.072186,       0.150946,       0.052316,      -0.138132,       0.101631,     180.469425,      70.404700,             MU,             ML,       0.094471,       0.213624,       0.143627,       0.049829,       0.154048,       0.096728,     189.967816,      70.432698,             MU,             MR,      -0.052316,       0.074666,      -0.034895,      -0.131394,       0.011175,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     181.699728,     -27.933125,       0.141163,     178.958648,     -35.810939,       0.184138,     180.329188,     -31.872032,       0.162651,       0.013192,     197.912400
            180,            -30,      16.396858,      19.000000,      76.000000,     183.000000,     141.000000,     145.000000,     192.000000,     178.000000,     139.000000,      85.000000,     137.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.338084,      -0.206469,       0.155817,       0.052316,      -0.272277,       0.104066,     171.875643,      69.951311,             MU,             ML,      -0.037385,       0.079623,       0.143627,       0.047341,       0.021119,       0.095484,     185.096847,      69.727701,             MU,             MR,      -0.184877,      -0.057288,      -0.034895,      -0.133844,      -0.121082,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     182.082875,     -26.617448,       0.268107,     174.371420,     -45.703592,       0.374334,     178.227148,     -36.160520,       0.321220,       0.024767,     203.406313
            180,            -20,      -2.167390,     133.000000,     185.000000,     180.000000,     140.000000,     255.000000,     309.000000,     180.000000,     141.000000,     194.000000,     247.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.067223,       0.062257,       0.148508,       0.049829,      -0.002483,       0.099169,     180.469425,      69.955783,             MU,             ML,       0.232595,       0.355726,       0.148508,       0.052316,       0.294160,       0.100412,     185.096847,      70.648662,             MU,             MR,       0.084577,       0.213624,      -0.034895,      -0.131394,       0.149100,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     183.085709,      -8.144986,      -0.101753,     180.604528,     -23.120783,      -0.022562,     181.845119,     -15.632885,      -0.062158,      -0.004904,     197.195323
            180,            -20,       5.856014,      75.000000,     129.000000,     181.000000,     141.000000,     197.000000,     248.000000,     179.000000,     140.000000,     137.000000,     189.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.208856,      -0.077145,       0.150946,       0.052316,      -0.143001,       0.101631,     180.469425,      70.404700,             MU,             ML,       0.091999,       0.216004,       0.146069,       0.049829,       0.154002,       0.097949,     185.096847,      70.188181,             MU,             MR,      -0.057288,       0.072186,      -0.034895,      -0.131394,       0.007449,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     181.237521,     -15.967955,       0.080389,     180.164849,     -21.351879,       0.109124,     180.701185,     -18.659917,       0.094756,       0.007838,     196.588775
            180,            -20,      13.656761,      16.000000,      73.000000,     183.000000,     141.000000,     143.000000,     192.000000,     179.000000,     140.000000,      82.000000,     134.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.344726,      -0.213624,       0.155817,       0.052316,      -0.279175,       0.104066,     171.875643,      69.951311,             MU,             ML,      -0.042364,       0.079623,       0.146069,       0.049829,       0.018630,       0.097949,     185.096847,      70.188181,             MU,             MR,      -0.192095,      -0.064740,      -0.034895,      -0.133844,      -0.128417,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     181.799283,     -13.855326,       0.205238,     177.892145,     -30.269160,       0.293556,     179.845714,     -22.062243,       0.249397,       0.019781,     201.020864
            180,            -10,      -5.093212,     131.000000,     183.000000,     180.000000,     140.000000,     254.000000,     309.000000,     181.000000,     141.000000,     192.000000,     245.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.072186,       0.057288,       0.148508,       0.049829,      -0.007449,       0.099169,     180.469425,      69.955783,             MU,             ML,       0.230233,       0.355726,       0.150946,       0.052316,       0.292979,       0.101631,     180.469425,      70.404700,             MU,             MR,       0.079623,       0.208856,      -0.034895,      -0.133844,       0.144240,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     181.235839,      -0.835060,      -0.137370,     179.484457,     -18.166525,      -0.045460,     180.360148,      -9.500792,      -0.091415,      -0.007543,     196.176587
            180,            -10,       2.935673,      74.000000,     127.000000,     180.000000,     141.000000,     196.000000,     248.000000,     179.000000,     140.000000,     135.000000,     188.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.211242,      -0.082100,       0.148508,       0.052316,      -0.146671,       0.100412,     185.096847,      70.648662,             MU,             ML,       0.089526,       0.216004,       0.146069,       0.049829,       0.152765,       0.097949,     185.096847,      70.188181,             MU,             MR,      -0.062257,       0.069705,      -0.034895,      -0.131394,       0.003724,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     181.530536,      -0.193093,      -0.001366,     180.690974,     -12.605977,       0.064136,     181.110755,      -6.399535,       0.031385,       0.002700,     196.215143
            180,            -10,      10.851522,      14.000000,      70.000000,     183.000000,     141.000000,     141.000000,     191.000000,     179.000000,     140.000000,      79.000000,     132.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.349137,      -0.220757,       0.155817,       0.052316,      -0.284947,       0.104066,     171.875643,      69.951311,             MU,             ML,      -0.047341,       0.077145,       0.146069,       0.049829,       0.014902,       0.097949,     185.096847,      70.188181,             MU,             MR,      -0.199292,      -0.069705,      -0.034895,      -0.133844,      -0.134499,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     181.930818,       2.104189,       0.124948,     179.640339,     -20.865246,       0.246434,     180.785579,      -9.380528,       0.185691,       0.015005,     199.206750
            180,              0,      -7.992663,     130.000000,     181.000000,     180.000000,     140.000000,     252.000000,     308.000000,     182.000000,     141.000000,     190.000000,     243.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.074666,       0.052316,       0.148508,       0.049829,      -0.011175,       0.099169,     180.469425,      69.955783,             MU,             ML,       0.225500,       0.353533,       0.153383,       0.052316,       0.289517,       0.102849,     176.067732,      70.172531,             MU,             MR,       0.074666,       0.204079,      -0.034895,      -0.133844,       0.139372,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     180.417433,      11.474503,      -0.200077,     180.894325,      -6.453371,      -0.105384,     180.655879,       2.510566,      -0.152731,      -0.012371,     197.925918
            180,              0,       0.000000,      73.000000,     125.000000,     180.000000,     141.000000,     195.000000,     247.000000,     180.000000,     141.000000,     134.000000,     186.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.213624,      -0.087052,       0.148508,       0.052316,      -0.150338,       0.100412,     185.096847,      70.648662,             MU,             ML,       0.087052,       0.213624,       0.148508,       0.052316,       0.150338,       0.100412,     185.096847,      70.648662,             MU,             MR,      -0.064740,       0.064740,      -0.034895,      -0.131394,       0.000000,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     180.748623,      12.159056,      -0.064146,     180.748623,     -12.159056,       0.064146,     180.748623,       0.000000,      -0.000000,       0.000000,     195.748623
            180,              0,       7.992663,      12.000000,      68.000000,     182.000000,     141.000000,     139.000000,     190.000000,     180.000000,     140.000000,      77.000000,     130.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.353533,      -0.225500,       0.153383,       0.052316,      -0.289517,       0.102849,     176.067732,      70.172531,             MU,             ML,      -0.052316,       0.074666,       0.148508,       0.049829,       0.011175,       0.099169,     180.469425,      69.955783,             MU,             MR,      -0.204079,      -0.074666,      -0.034895,      -0.133844,      -0.139372,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     180.894325,       6.453371,       0.105384,     180.417433,     -11.474503,       0.200077,     180.655879,      -2.510566,       0.152731,       0.012371,     197.925918
            180,             10,     -10.851522,     129.000000,     179.000000,     179.000000,     140.000000,     250.000000,     306.000000,     183.000000,     141.000000,     188.000000,     241.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.077145,       0.047341,       0.146069,       0.049829,      -0.014902,       0.097949,     185.096847,      70.188181,             MU,             ML,       0.220757,       0.349137,       0.155817,       0.052316,       0.284947,       0.104066,     171.875643,      69.951311,             MU,             MR,       0.069705,       0.199292,      -0.034895,      -0.133844,       0.134499,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     179.640339,      20.865246,      -0.246434,     181.930818,      -2.104189,      -0.124948,     180.785579,       9.380528,      -0.185691,      -0.015005,     199.206750
            180,             10,      -2.935673,      72.000000,     124.000000,     179.000000,     140.000000,     193.000000,     246.000000,     180.000000,     141.000000,     132.000000,     185.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.216004,      -0.089526,       0.146069,       0.049829,      -0.152765,       0.097949,     185.096847,      70.188181,             MU,             ML,       0.082100,       0.211242,       0.148508,       0.052316,       0.146671,       0.100412,     185.096847,      70.648662,             MU,             MR,      -0.069705,       0.062257,      -0.034895,      -0.131394,      -0.003724,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     180.690974,      12.605977,      -0.064136,     181.530536,       0.193093,       0.001366,     181.110755,       6.399535,      -0.031385,      -0.002700,     196.215143
            180,             10,       5.093212,      11.000000,      66.000000,     181.000000,     141.000000,     137.000000,     189.000000,     180.000000,     140.000000,      75.000000,     128.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.355726,      -0.230233,       0.150946,       0.052316,      -0.292979,       0.101631,     180.469425,      70.404700,             MU,             ML,      -0.057288,       0.072186,       0.148508,       0.049829,       0.007449,       0.099169,     180.469425,      69.955783,             MU,             MR,      -0.208856,      -0.079623,      -0.034895,      -0.133844,      -0.144240,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     179.484457,      18.166525,       0.045460,     181.235839,       0.835060,       0.137370,     180.360148,       9.500792,       0.091415,       0.007543,     196.176587
            180,             20,     -13.656761,     128.000000,     177.000000,     179.000000,     140.000000,     247.000000,     304.000000,     183.000000,     141.000000,     186.000000,     238.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.079623,       0.042364,       0.146069,       0.049829,      -0.018630,       0.097949,     185.096847,      70.188181,             MU,             ML,       0.213624,       0.344726,       0.155817,       0.052316,       0.279175,       0.104066,     171.875643,      69.951311,             MU,             MR,       0.064740,       0.192095,      -0.034895,      -0.133844,       0.128417,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     177.892145,      30.269160,      -0.293556,     181.799283,      13.855326,      -0.205238,     179.845714,      22.062243,      -0.249397,      -0.019781,     201.020864
            180,             20,      -5.856014,      72.000000,     123.000000,     179.000000,     140.000000,     191.000000,     245.000000,     181.000000,     141.000000,     131.000000,     183.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.216004,      -0.091999,       0.146069,       0.049829,      -0.154002,       0.097949,     185.096847,      70.188181,             MU,             ML,       0.077145,       0.208856,       0.150946,       0.052316,       0.143001,       0.101631,     180.469425,      70.404700,             MU,             MR,      -0.072186,       0.057288,      -0.034895,      -0.131394,      -0.007449,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     180.164849,      21.351879,      -0.109124,     181.237521,      15.967955,      -0.080389,     180.701185,      18.659917,      -0.094756,      -0.007838,     196.588775
            180,             20,       2.167390,      11.000000,      65.000000,     180.000000,     141.000000,     135.000000,     187.000000,     180.000000,     140.000000,      73.000000,     126.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.355726,      -0.232595,       0.148508,       0.052316,      -0.294160,       0.100412,     185.096847,      70.648662,             MU,             ML,      -0.062257,       0.067223,       0.148508,       0.049829,       0.002483,       0.099169,     180.469425,      69.955783,             MU,             MR,      -0.213624,      -0.084577,      -0.034895,      -0.131394,      -0.149100,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     180.604528,      23.120783,       0.022562,     183.085709,       8.144986,       0.101753,     181.845119,      15.632885,       0.062158,       0.004904,     197.195323
            180,             30,     -16.396858,     128.000000,     175.000000,     178.000000,     139.000000,     244.000000,     301.000000,     183.000000,     141.000000,     183.000000,     235.000000,     106.000000,      66.000000,             -1,             -1,             -1,             -1,      -0.079623,       0.037385,       0.143627,       0.047341,      -0.021119,       0.095484,     185.096847,      69.727701,             MU,             ML,       0.206469,       0.338084,       0.155817,       0.052316,       0.272277,       0.104066,     171.875643,      69.951311,             MU,             MR,       0.057288,       0.184877,      -0.034895,      -0.133844,       0.121082,      -0.084369,     180.469425,      36.737687,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     174.371420,      45.703592,      -0.374334,     182.082875,      26.617448,      -0.268107,     178.227148,      36.160520,      -0.321220,      -0.024767,     203.406313
            180,             30,      -8.746162,      73.000000,     122.000000,     178.000000,     140.000000,     189.000000,     243.000000,     181.000000,     141.000000,     130.000000,     181.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.213624,      -0.094471,       0.143627,       0.049829,      -0.154048,       0.096728,     189.967816,      70.432698,             MU,             ML,       0.072186,       0.204079,       0.150946,       0.052316,       0.138132,       0.101631,     180.469425,      70.404700,             MU,             MR,      -0.074666,       0.052316,      -0.034895,      -0.131394,      -0.011175,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     178.958648,      35.810939,      -0.184138,     181.699728,      27.933125,      -0.141163,     180.329188,      31.872032,      -0.162651,      -0.013192,     197.912400
            180,             30,      -0.769774,      12.000000,      64.000000,     179.000000,     140.000000,     133.000000,     186.000000,     180.000000,     141.000000,      73.000000,     125.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.353533,      -0.234955,       0.146069,       0.049829,      -0.294244,       0.097949,     185.096847,      70.188181,             MU,             ML,      -0.067223,       0.064740,       0.148508,       0.052316,      -0.001241,       0.100412,     185.096847,      70.648662,             MU,             MR,      -0.213624,      -0.087052,      -0.034895,      -0.131394,      -0.150338,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     177.281815,      39.164978,      -0.063527,     181.604731,      27.357294,       0.001366,     179.443273,      33.261136,      -0.031081,      -0.002526,     194.532193
            180,             40,     -19.062000,     127.000000,     173.000000,     177.000000,     139.000000,     240.000000,     297.000000,     183.000000,     141.000000,     181.000000,     232.000000,     107.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.082100,       0.032404,       0.141184,       0.047341,      -0.024848,       0.094262,     189.967816,      69.960046,             MU,             ML,       0.196895,       0.329180,       0.155817,       0.052316,       0.263038,       0.104066,     171.875643,      69.951311,             MU,             MR,       0.052316,       0.177639,      -0.032404,      -0.131394,       0.114978,      -0.081899,     180.469425,      37.186594,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     174.925486,      50.394291,      -0.392063,     180.271931,      40.074833,      -0.333035,     177.598709,      45.234562,      -0.362549,      -0.027583,     205.832789
            180,             40,     -11.592175,      74.000000,     121.000000,     177.000000,     139.000000,     187.000000,     240.000000,     181.000000,     140.000000,     129.000000,     179.000000,     107.000000,      68.000000,             -1,             -1,             -1,             -1,      -0.211242,      -0.096942,       0.141184,       0.047341,      -0.154092,       0.094262,     189.967816,      69.960046,             MU,             ML,       0.067223,       0.196895,       0.150946,       0.049829,       0.132059,       0.100388,     176.067732,      69.734615,             MU,             MR,      -0.077145,       0.047341,      -0.032404,      -0.128942,      -0.014902,      -0.080673,     185.096847,      37.035150,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     177.870989,      48.061136,      -0.245662,     184.654769,      32.957036,      -0.162126,     181.262879,      40.509086,      -0.203894,      -0.016326,     200.399860
            180,             40,      -3.702901,      14.000000,      64.000000,     179.000000,     140.000000,     132.000000,     184.000000,     180.000000,     140.000000,      72.000000,     123.000000,     106.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.349137,      -0.234955,       0.146069,       0.049829,      -0.292046,       0.097949,     185.096847,      70.188181,             MU,             ML,      -0.069705,       0.059773,       0.148508,       0.049829,      -0.004966,       0.099169,     180.469425,      69.955783,             MU,             MR,      -0.216004,      -0.091999,      -0.034895,      -0.131394,      -0.154002,      -0.083144,     185.096847,      36.574678,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     176.700670,      49.432192,      -0.116600,     185.042324,      30.694100,      -0.012867,     180.871497,      40.063146,      -0.064733,      -0.005346,     196.281699
            180,             50,     -21.644193,     127.000000,     171.000000,     176.000000,     139.000000,     237.000000,     292.000000,     183.000000,     141.000000,     179.000000,     228.000000,     107.000000,      67.000000,             -1,             -1,             -1,             -1,      -0.082100,       0.027422,       0.138739,       0.047341,      -0.027339,       0.093040,     195.102081,      70.204839,             MU,             ML,       0.189691,       0.317973,       0.155817,       0.052316,       0.253832,       0.104066,     171.875643,      69.951311,             MU,             MR,       0.047341,       0.167960,      -0.032404,      -0.131394,       0.107651,      -0.081899,     180.469425,      37.186594,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     173.127266,      61.823172,      -0.446888,     185.975770,      40.014476,      -0.321385,     179.551518,      50.918824,      -0.384137,      -0.028594,     209.716473
            180,             50,     -14.381395,      75.000000,     120.000000,     176.000000,     139.000000,     185.000000,     237.000000,     181.000000,     140.000000,     128.000000,     177.000000,     107.000000,      68.000000,             -1,             -1,             -1,             -1,      -0.208856,      -0.099411,       0.138739,       0.047341,      -0.154134,       0.093040,     195.102081,      70.204839,             MU,             ML,       0.062257,       0.189691,       0.150946,       0.049829,       0.125974,       0.100388,     176.067732,      69.734615,             MU,             MR,      -0.079623,       0.042364,      -0.032404,      -0.128942,      -0.018630,      -0.080673,     185.096847,      37.035150,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     174.798365,      60.753181,      -0.311360,     187.426097,      38.455060,      -0.184756,     181.112231,      49.604120,      -0.248058,      -0.019589,     202.288349
            180,             50,      -6.616738,      16.000000,      64.000000,     178.000000,     140.000000,     131.000000,     182.000000,     180.000000,     140.000000,      72.000000,     122.000000,     107.000000,      68.000000,             -1,             -1,             -1,             -1,      -0.344726,      -0.234955,       0.143627,       0.049829,      -0.289840,       0.096728,     189.967816,      70.432698,             MU,             ML,      -0.072186,       0.054802,       0.148508,       0.049829,      -0.008692,       0.099169,     180.469425,      69.955783,             MU,             MR,      -0.216004,      -0.094471,      -0.032404,      -0.128942,      -0.155238,      -0.080673,     185.096847,      37.035150,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     174.650245,      60.213047,      -0.173525,     188.480248,      34.398075,      -0.028376,     181.565246,      47.305561,      -0.100951,      -0.008282,     197.572579
            180,             60,     -24.137274,     127.000000,     169.000000,     175.000000,     138.000000,     233.000000,     287.000000,     182.000000,     140.000000,     177.000000,     224.000000,     107.000000,      68.000000,             -1,             -1,             -1,             -1,      -0.082100,       0.022438,       0.136292,       0.044853,      -0.029831,       0.090572,     195.102081,      69.719360,             MU,             ML,       0.180054,       0.306683,       0.153383,       0.049829,       0.243369,       0.101606,     171.875643,      69.523875,             MU,             MR,       0.042364,       0.158249,      -0.032404,      -0.128942,       0.100307,      -0.080673,     185.096847,      37.035150,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     169.519291,      73.534759,      -0.505501,     185.996649,      52.129537,      -0.375123,     177.757970,      62.832148,      -0.440312,      -0.031902,     212.823558
            180,             60,     -17.102729,      77.000000,     120.000000,     175.000000,     138.000000,     183.000000,     234.000000,     180.000000,     140.000000,     128.000000,     175.000000,     107.000000,      69.000000,             -1,             -1,             -1,             -1,      -0.204079,      -0.099411,       0.136292,       0.044853,      -0.151745,       0.090572,     195.102081,      69.719360,             MU,             ML,       0.057288,       0.182466,       0.148508,       0.049829,       0.119877,       0.099169,     180.469425,      69.955783,             MU,             MR,      -0.079623,       0.037385,      -0.032404,      -0.126489,      -0.021119,      -0.079447,     189.967816,      36.875838,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     173.201954,      71.182423,      -0.364058,     189.018175,      48.974151,      -0.233181,     181.110065,      60.078287,      -0.298620,      -0.023028,     205.106212
            180,             60,      -9.496625,      19.000000,      65.000000,     176.000000,     139.000000,     129.000000,     180.000000,     179.000000,     140.000000,      73.000000,     121.000000,     107.000000,      69.000000,             -1,             -1,             -1,             -1,      -0.338084,      -0.232595,       0.138739,       0.047341,      -0.285340,       0.093040,     195.102081,      70.204839,             MU,             ML,      -0.077145,       0.049829,       0.146069,       0.049829,      -0.013658,       0.097949,     185.096847,      70.188181,             MU,             MR,      -0.213624,      -0.096942,      -0.032404,      -0.126489,      -0.155283,      -0.079447,     189.967816,      36.875838,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     174.559603,      68.743399,      -0.216483,     184.529650,      55.382487,      -0.136333,     179.544627,      62.062943,      -0.176408,      -0.014397,     197.612040
            190,            -60,       9.041217,     141.000000,     189.000000,     176.000000,     139.000000,     250.000000,     294.000000,     174.000000,     138.000000,     197.000000,     243.000000,     107.000000,      71.000000,             -1,             -1,             -1,             -1,      -0.047341,       0.072186,       0.138739,       0.047341,       0.012422,       0.093040,     195.102081,      70.204839,             MU,             ML,       0.220757,       0.322466,       0.133844,       0.044853,       0.271612,       0.089348,     200.521584,      69.964100,             MU,             MR,       0.091999,       0.204079,      -0.032404,      -0.121579,       0.148039,      -0.076991,     200.521584,      36.530977,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     197.633029,     -51.444666,       0.108311,     185.811047,     -69.120633,       0.206053,     191.722038,     -60.282649,       0.157182,       0.012121,     209.324116
            190,            -60,      16.313852,      89.000000,     138.000000,     177.000000,     139.000000,     198.000000,     240.000000,     173.000000,     138.000000,     146.000000,     191.000000,     108.000000,      71.000000,             -1,             -1,             -1,             -1,      -0.175223,      -0.054802,       0.141184,       0.047341,      -0.115012,       0.094262,     189.967816,      69.960046,             MU,             ML,       0.094471,       0.196895,       0.131394,       0.044853,       0.145683,       0.088123,     206.250772,      70.222714,             MU,             MR,      -0.034895,       0.077145,      -0.029913,      -0.121579,       0.021125,      -0.075746,     195.102081,      37.193489,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     196.041825,     -51.751034,       0.238243,     185.279965,     -67.898732,       0.327946,     190.660895,     -59.824883,       0.283095,       0.020968,     214.185481
            190,            -60,      23.085832,      39.000000,      90.000000,     179.000000,     139.000000,     150.000000,     191.000000,     172.000000,     137.000000,      98.000000,     143.000000,     108.000000,      71.000000,             -1,             -1,             -1,             -1,      -0.293028,      -0.172804,       0.146069,       0.047341,      -0.232916,       0.096705,     180.469425,      69.506867,             MU,             ML,      -0.024930,       0.077145,       0.128942,       0.042364,       0.026108,       0.085653,     206.250772,      69.709384,             MU,             MR,      -0.153383,      -0.042364,      -0.029913,      -0.121579,      -0.097873,      -0.075746,     195.102081,      37.193489,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     195.582094,     -54.710528,       0.371252,     186.822356,     -67.565908,       0.442769,     191.202225,     -61.138218,       0.407010,       0.028087,     224.398825
            190,            -50,       6.296628,     139.000000,     188.000000,     176.000000,     139.000000,     251.000000,     297.000000,     175.000000,     139.000000,     196.000000,     243.000000,     107.000000,      71.000000,             -1,             -1,             -1,             -1,      -0.052316,       0.069705,       0.138739,       0.047341,       0.008695,       0.093040,     195.102081,      70.204839,             MU,             ML,       0.223130,       0.329180,       0.136292,       0.047341,       0.276155,       0.091817,     200.521584,      70.463120,             MU,             MR,       0.089526,       0.204079,      -0.032404,      -0.121579,       0.146803,      -0.076991,     200.521584,      36.530977,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     195.411684,     -41.611127,       0.063733,     185.700343,     -59.379330,       0.159599,     190.556013,     -50.495228,       0.111666,       0.008733,     206.851610
